,symboling,num_of_doors,wheel-base,length,width,height,curb_weight,num_of_cylinders,engine_size,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,price,engine_location_is_front,fuel_type_is_gas,aspiration_is_std,make_honda,make_mazda,make_mitsubishi,make_nissan,make_other,make_peugot,make_subaru,make_toyota,make_volkswagen,make_volvo,body_style_hatchback,body_style_other,body_style_sedan,body_style_wagon,drive_wheels_fwd,drive_wheels_other,drive_wheels_rwd,engine_type_dohc,engine_type_l,engine_type_ohc,engine_type_ohcf,engine_type_ohcv,engine_type_other,fuel_system_1bbl,fuel_system_2bbl,fuel_system_idi,fuel_system_mpfi,fuel_system_other,normalized_losses
0,1.7434704321932961,-1.1373295783404587,-1.6907718018201774,-0.42652146835701304,-0.8447823517277104,-2.0204173044647122,-0.014566282137926123,-0.35288699147728475,0.0744489251157203,0.5190893539874548,-1.8394037455912715,-0.2883489098618655,0.17106493302377107,-0.263484002461064,-0.6465530277621856,-0.5460587369032711,0.036673509974993405,0.12186666955535823,0.3287979746107145,0.46929531772445304,-0.26020824993326663,-0.3007083835128207,-0.26020824993326663,-0.3102526139970115,1.4512272758119613,-0.23811978273095052,-0.24935149047701483,-0.43008266445637633,-0.2493514904770148,-0.2381197827309505,-0.7200822998230957,3.693623849670827,-0.9384742644069302,-0.37267799624996495,-1.1881770515720091,-0.21428571428571425,1.3028309257354278,4.010403138505321,-0.24935149047701485,-1.6113631583445662,-0.2809757434745081,-0.26020824993326663,-0.15811388300841897,-0.23811978273095047,-0.6890719439107155,-0.32879797461071464,1.0866697123918505,-0.2707368266774429,0.0
1,1.7434704321932961,-1.1373295783404587,-1.6907718018201774,-0.42652146835701304,-0.8447823517277104,-2.0204173044647122,-0.014566282137926123,-0.35288699147728475,0.0744489251157203,0.5190893539874548,-1.8394037455912715,-0.2883489098618655,0.17106493302377107,-0.263484002461064,-0.6465530277621856,-0.5460587369032711,0.41949787471257477,0.12186666955535823,0.3287979746107145,0.46929531772445304,-0.26020824993326663,-0.3007083835128207,-0.26020824993326663,-0.3102526139970115,1.4512272758119613,-0.23811978273095052,-0.24935149047701483,-0.43008266445637633,-0.2493514904770148,-0.2381197827309505,-0.7200822998230957,3.693623849670827,-0.9384742644069302,-0.37267799624996495,-1.1881770515720091,-0.21428571428571425,1.3028309257354278,4.010403138505321,-0.24935149047701485,-1.6113631583445662,-0.2809757434745081,-0.26020824993326663,-0.15811388300841897,-0.23811978273095047,-0.6890719439107155,-0.32879797461071464,1.0866697123918505,-0.2707368266774429,0.0
2,0.13350899705984703,-1.1373295783404587,-0.7085958764076113,-0.23151304680543727,-0.19056612143668694,-0.5435274761218468,0.5148819161377617,1.502031809877672,0.6040461684467903,-2.4048623494416947,0.6859197954984573,-0.2883489098618655,1.261806934750941,-0.263484002461064,-0.9530116883199847,-0.6916270607851575,0.41949787471257477,0.12186666955535823,0.3287979746107145,0.46929531772445304,-0.26020824993326663,-0.3007083835128207,-0.26020824993326663,-0.3102526139970115,1.4512272758119613,-0.23811978273095052,-0.24935149047701483,-0.43008266445637633,-0.2493514904770148,-0.2381197827309505,1.3887301496588271,-0.27073682667744287,-0.9384742644069302,-0.37267799624996495,-1.1881770515720091,-0.21428571428571425,1.3028309257354278,-0.24935149047701483,-0.24935149047701485,-1.6113631583445662,-0.2809757434745081,3.843075691322091,-0.15811388300841897,-0.23811978273095047,-0.6890719439107155,-0.32879797461071464,1.0866697123918505,-0.2707368266774429,0.0
3,0.9384897146265716,0.8879151971254459,0.17369775150537034,0.2072559016856128,0.1365419937088248,0.23594215550355344,-0.4207974451785447,-0.35288699147728475,-0.43107571624575564,-0.5172479586203458,0.46215695008544244,-0.035972825318776304,-0.05722990454703195,0.7873461055860087,-0.18686503692548712,-0.10935376525761202,0.09463859681545914,0.12186666955535823,0.3287979746107145,0.46929531772445304,-0.26020824993326663,-0.3007083835128207,-0.26020824993326663,-0.3102526139970115,1.4512272758119613,-0.23811978273095052,-0.24935149047701483,-0.43008266445637633,-0.2493514904770148,-0.2381197827309505,-0.7200822998230957,-0.27073682667744287,1.0655593210453687,-0.37267799624996495,0.8416254115301732,-0.21428571428571425,-0.7675593050844381,-0.24935149047701483,-0.24935149047701485,0.6205925677408127,-0.2809757434745081,-0.26020824993326663,-0.15811388300841897,-0.23811978273095047,-0.6890719439107155,-0.32879797461071464,1.0866697123918505,-0.2707368266774429,1.32896071970331
4,0.9384897146265716,0.8879151971254459,0.1071095531723165,0.2072559016856128,0.23000145517897197,0.23594215550355344,0.5168071823133096,0.5745724092001936,0.21888453693328483,-0.5172479586203458,0.46215695008544244,-0.5407249944049548,0.27252930527746133,0.7873461055860087,-1.1062410185988842,-1.273900356312703,0.540523880203657,0.12186666955535823,0.3287979746107145,0.46929531772445304,-0.26020824993326663,-0.3007083835128207,-0.26020824993326663,-0.3102526139970115,1.4512272758119613,-0.23811978273095052,-0.24935149047701483,-0.43008266445637633,-0.2493514904770148,-0.2381197827309505,-0.7200822998230957,-0.27073682667744287,1.0655593210453687,-0.37267799624996495,-1.1881770515720091,4.666666666666666,-0.7675593050844381,-0.24935149047701483,-0.24935149047701485,0.6205925677408127,-0.2809757434745081,-0.26020824993326663,-0.15811388300841897,-0.23811978273095047,-0.6890719439107155,-0.32879797461071464,1.0866697123918505,-0.2707368266774429,1.32896071970331
5,0.9384897146265716,-1.1373295783404587,0.17369775150537034,0.26413335797149096,0.18327172444389506,-0.2563544539440664,-0.0935021953353923,0.5745724092001936,0.21888453693328483,-0.5172479586203458,0.46215695008544244,-0.41453695213341013,0.14569883996034852,0.7873461055860087,-0.9530116883199847,-0.8371953846670438,0.2602531306453612,0.12186666955535823,0.3287979746107145,0.46929531772445304,-0.26020824993326663,-0.3007083835128207,-0.26020824993326663,-0.3102526139970115,1.4512272758119613,-0.23811978273095052,-0.24935149047701483,-0.43008266445637633,-0.2493514904770148,-0.2381197827309505,-0.7200822998230957,-0.27073682667744287,1.0655593210453687,-0.37267799624996495,0.8416254115301732,-0.21428571428571425,-0.7675593050844381,-0.24935149047701483,-0.24935149047701485,0.6205925677408127,-0.2809757434745081,-0.26020824993326663,-0.15811388300841897,-0.23811978273095047,-0.6890719439107155,-0.32879797461071464,1.0866697123918505,-0.2707368266774429,0.0
6,0.13350899705984703,0.8879151971254459,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8102881998591143,0.5553125058242687,0.5745724092001936,0.21888453693328483,-0.5172479586203458,0.46215695008544244,-0.41453695213341013,0.14569883996034852,0.7873461055860087,-0.9530116883199847,-0.8371953846670438,0.5736467869696374,0.12186666955535823,0.3287979746107145,0.46929531772445304,-0.26020824993326663,-0.3007083835128207,-0.26020824993326663,-0.3102526139970115,1.4512272758119613,-0.23811978273095052,-0.24935149047701483,-0.43008266445637633,-0.2493514904770148,-0.2381197827309505,-0.7200822998230957,-0.27073682667744287,1.0655593210453687,-0.37267799624996495,0.8416254115301732,-0.21428571428571425,-0.7675593050844381,-0.24935149047701483,-0.24935149047701485,0.6205925677408127,-0.2809757434745081,-0.26020824993326663,-0.15811388300841897,-0.23811978273095047,-0.6890719439107155,-0.32879797461071464,1.0866697123918505,-0.2707368266774429,1.1391091883171227
7,0.13350899705984703,0.8879151971254459,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8102881998591143,0.7670917851345438,0.5745724092001936,0.21888453693328483,-0.5172479586203458,0.46215695008544244,-0.41453695213341013,0.14569883996034852,0.7873461055860087,-0.9530116883199847,-0.8371953846670438,0.7277956992267002,0.12186666955535823,0.3287979746107145,0.46929531772445304,-0.26020824993326663,-0.3007083835128207,-0.26020824993326663,-0.3102526139970115,1.4512272758119613,-0.23811978273095052,-0.24935149047701483,-0.43008266445637633,-0.2493514904770148,-0.2381197827309505,-0.7200822998230957,-0.27073682667744287,-0.9384742644069302,2.6832815729997477,0.8416254115301732,-0.21428571428571425,-0.7675593050844381,-0.24935149047701483,-0.24935149047701485,0.6205925677408127,-0.2809757434745081,-0.26020824993326663,-0.15811388300841897,-0.23811978273095047,-0.6890719439107155,-0.32879797461071464,1.0866697123918505,-0.2707368266774429,0.0
8,0.13350899705984703,0.8879151971254459,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8923376347670494,1.021226920306874,0.5745724092001936,0.09852152708531438,-0.739320239893446,0.46215695008544244,-0.4650121690420278,0.9066816318630253,0.7873461055860087,-1.2594703488777836,-1.5650370040764756,1.3590418647091347,0.12186666955535823,0.3287979746107145,-2.130854415613732,-0.26020824993326663,-0.3007083835128207,-0.26020824993326663,-0.3102526139970115,1.4512272758119613,-0.23811978273095052,-0.24935149047701483,-0.43008266445637633,-0.2493514904770148,-0.2381197827309505,-0.7200822998230957,-0.27073682667744287,1.0655593210453687,-0.37267799624996495,0.8416254115301732,-0.21428571428571425,-0.7675593050844381,-0.24935149047701483,-0.24935149047701485,0.6205925677408127,-0.2809757434745081,-0.26020824993326663,-0.15811388300841897,-0.23811978273095047,-0.6890719439107155,-0.32879797461071464,1.0866697123918505,-0.2707368266774429,1.1391091883171227
9,-0.6714717205068775,-1.1373295783404587,0.12375660275557937,0.3372615160533307,0.9309474162050657,-0.7076263459377201,0.9576931365137914,0.5745724092001936,0.09852152708531438,-0.739320239893446,0.46215695008544244,-0.7931010789480439,1.4140034931314764,0.7873461055860087,-1.4126996791566833,-1.273900356312703,0.0,0.12186666955535823,0.3287979746107145,-2.130854415613732,-0.26020824993326663,-0.3007083835128207,-0.26020824993326663,-0.3102526139970115,1.4512272758119613,-0.23811978273095052,-0.24935149047701483,-0.43008266445637633,-0.2493514904770148,-0.2381197827309505,1.3887301496588271,-0.27073682667744287,-0.9384742644069302,-0.37267799624996495,-1.1881770515720091,4.666666666666666,-0.7675593050844381,-0.24935149047701483,-0.24935149047701485,0.6205925677408127,-0.2809757434745081,-0.26020824993326663,-0.15811388300841897,-0.23811978273095047,-0.6890719439107155,-0.32879797461071464,1.0866697123918505,-0.2707368266774429,0.0
